dy;wbc;miny;minx;im;maxx;maxy;r;dx;;;;
113;mo;552;358;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6460_128_2200.bmp;486;665;25.0;128;;;;
114;mo;524;1035;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6463_157_2200.bmp;1160;638;27.0;125;;;;
104;mo;510;614;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6465_378_2000.bmp;715;614;25.0;101;;;;
123;bne;591;147;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6465_378_2000.bmp;264;714;25.0;117;;;;
89;ly;601;848;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6469_1297_1250.bmp;938;690;27.0;90;;;;
80;ly;711;102;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_1073_1350.bmp;194;791;25.0;92;;;;
120;mo;250;800;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_216_2150.bmp;925;370;25.0;125;;;;
115;bne;795;472;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_216_2150.bmp;588;910;25.0;116;;;;
134;mo;558;150;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6498_442_1950.bmp;294;692;25.0;144;;;;
78;rly;855;374;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6498_442_1950.bmp;496;933;25.0;122;;;;
72;ly;260;184;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6499_1329_1200.bmp;261;332;27.0;77;;;;
104;mo;228;411;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6547_506_1950.bmp;521;332;25.0;110;;;;
115;mo;46;778;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6597_32_2350.bmp;934;161;27.0;156;;;;
68;target cell;400;484;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6597_32_2350.bmp;533;468;27.0;49;;;;
72;ly;735;713;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6601_284_2100.bmp;798;807;25.0;85;;;;
48;target cell;847;335;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6601_284_2100.bmp;393;895;25.0;58;;;;
74;ly;544;552;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;633;618;25.0;81;;;;
118;mo;574;425;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;616;692;25.0;191;;;;
59;target cell;745;284;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;348;804;25.0;64;;;;
125;ne;332;985;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6731_220_2200.bmp;1110;457;25.0;125;;;;
118;mo;92;1098;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6738_1392_1250.bmp;1217;210;19.0;119;;;;
79;rly;736;797;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6769_600_1800.bmp;888;815;25.0;91;;;;
78;ly;500;89;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6774_882_1600.bmp;172;578;27.0;83;;;;
150;mo;772;659;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;809;922;19.0;150;;;;
106;eo;72;687;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;790;178;19.0;103;;;;
105;ne;21;593;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;692;126;19.0;99;;;;
147;mo;803;307;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6780_124_2250.bmp;446;950;25.0;139;;;;
86;blast;861;811;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6791_64_2350.bmp;909;947;25.0;98;;;;
118;prm basophil gran;877;609;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6795_1009_1500.bmp;741;995;25.0;132;;;;
90;ly;750;653;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6814_128_2250.bmp;741;840;25.0;88;;;;
74;ly;795;627;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6833_438_2000.bmp;707;869;25.0;80;;;;
82;ly;716;1104;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6833_438_2000.bmp;1188;798;25.0;84;;;;
135;mo;12;669;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6843_64_2350.bmp;801;147;25.0;132;;;;
129;ne;472;158;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6843_64_2350.bmp;278;601;25.0;120;;;;
58;target cell;869;414;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6853_600_1750.bmp;473;927;25.0;59;;;;
52;target cell;266;584;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6853_600_1750.bmp;644;318;25.0;60;;;;
78;ly;542;701;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6891_694_1700.bmp;781;620;25.0;80;;;;
73;ly;943;927;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6891_694_1700.bmp;1007;1016;25.0;80;;;;
127;mo;870;718;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6910_789_1700.bmp;863;997;25.0;145;;;;
102;rly;426;908;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6956_662_1750.bmp;1014;528;25.0;106;;;;
98;rly;442;400;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6961_190_2200.bmp;496;540;25.0;96;;;;
87;ly;393;689;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6981_96_2350.bmp;772;480;25.0;83;;;;
121;mo;89;565;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6996_694_1750.bmp;733;210;25.0;168;;;;
71;ly;841;665;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7013_442_1950.bmp;738;912;25.0;73;;;;
85;ly;897;534;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7038_758_1750.bmp;628;982;19.0;94;;;;
89;ly;928;217;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7038_758_1750.bmp;302;1017;19.0;85;;;;
142;mo;704;358;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7091_128_2250.bmp;489;846;19.0;131;;;;
88;ly;109;1040;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7099_604_1750.bmp;1124;197;19.0;84;;;;
117;mo;317;923;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7121_632_1750.bmp;1076;434;25.0;153;;;;
122;mo;584;627;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7150_220_2200.bmp;746;706;25.0;119;;;;
107;rly;149;511;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7182_132_2300.bmp;629;256;25.0;118;;;;
119;mo;220;789;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7188_538_1900.bmp;914;339;19.0;125;;;;
62;rly;473;278;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7279_694_1800.bmp;413;535;19.0;135;;;;
126;mo;216;437;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7314_569_1850.bmp;571;342;19.0;134;;;;
100;rly;622;919;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7317_600_1800.bmp;1002;722;19.0;83;;;;
74;ly;193;601;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7317_96_2350.bmp;678;267;25.0;77;;;;
100;ne;408;904;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7325_220_2200.bmp;1005;508;19.0;101;;;;
122;mo;858;884;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7325_220_2200.bmp;995;980;19.0;111;;;;
102;eo;126;580;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7330_378_2050.bmp;688;228;25.0;108;;;;
118;mo;116;220;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7374_132_2300.bmp;330;234;19.0;110;;;;
89;ly;248;992;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7396_410_2100.bmp;1080;337;25.0;88;;;;
121;ne;127;895;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7423_0_2550.bmp;1012;248;19.0;117;;;;
105;bne;189;136;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7424_506_2000.bmp;237;294;19.0;101;;;;
108;mo;228;670;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7424_506_2000.bmp;789;336;19.0;119;;;;
122;eo;108;1011;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7457_478_2050.bmp;1134;230;19.0;123;;;;
70;ly;97;907;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7560_220_2250.bmp;992;167;19.0;85;;;;
81;ly;425;646;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7564_538_1950.bmp;734;506;19.0;88;;;;
103;ne;723;761;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7564_538_1950.bmp;858;826;19.0;97;;;;
83;mo;116;227;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7599_100_2400.bmp;329;199;19.0;102;;;;
158;mo;717;460;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7599_100_2400.bmp;604;875;19.0;144;;;;
67;ly;347;698;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7600_694_1850.bmp;766;414;19.0;68;;;;
77;ly;216;1053;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7614_538_1950.bmp;1124;293;19.0;71;;;;
95;blast;716;788;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7636_190_2250.bmp;889;811;19.0;101;;;;
112;mo;531;338;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7663_410_2050.bmp;521;643;19.0;183;;;;
109;ne;524;988;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7670_32_2500.bmp;1098;633;19.0;110;;;;
115;eo;551;506;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7681_316_2150.bmp;617;666;19.0;111;;;;
114;un;536;618;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7709_678_1800.bmp;733;650;19.0;115;;;;
141;mo;62;784;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5815_1233_1150.bmp;941;203;19.0;157;;;;
96;ly;632;173;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5853_64_2200.bmp;286;728;19.0;113;;;;
122;mo;428;846;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5854_2050_700.bmp;977;550;25.0;131;;;;
99;ly;677;536;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5917_1644_950.bmp;624;776;27.0;88;;;;
110;rly;709;551;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5932_1233_1200.bmp;652;819;19.0;101;;;;
125;mo;470;1121;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_5974_2050_800.bmp;1251;595;25.0;130;;;;
85;ly;397;307;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6002_128_2150.bmp;394;482;19.0;87;;;;
92;ly;439;1024;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6026_1753_850.bmp;1125;531;27.0;101;;;;
77;ly;480;1064;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6026_914_1450.bmp;1140;557;25.0;76;;;;
100;mo;863;311;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6041_1265_1200.bmp;411;963;27.0;100;;;;
100;ly;473;254;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6053_1644_950.bmp;354;573;27.0;100;;;;
84;ly;12;607;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6057_1862_800.bmp;685;96;27.0;78;;;;
114;mo;505;241;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6083_64_2250.bmp;391;619;19.0;150;;;;
75;ly;187;599;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6132_1675_900.bmp;701;262;19.0;102;;;;
97;rly;883;593;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6138_758_1550.bmp;692;980;25.0;99;;;;
111;rly;539;656;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6172_977_1500.bmp;815;650;25.0;159;;;;
122;mo;252;1023;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6199_1233_1250.bmp;1139;374;25.0;116;;;;
105;rly;170;277;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6226_1518_1050.bmp;383;275;25.0;106;;;;
131;mo;387;513;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6243_773_1600.bmp;635;518;25.0;122;;;;
114;mo;222;770;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6247_1801_900.bmp;891;336;27.0;121;;;;
86;ly;428;165;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6251_726_1600.bmp;249;514;25.0;84;;;;
137;mo;735;1012;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6251_726_1600.bmp;1142;872;25.0;130;;;;
103;ly;10;268;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6261_1073_1350.bmp;374;113;25.0;106;;;;
77;ly;150;872;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6273_96_2250.bmp;948;227;27.0;76;;;;
124;mo;733;812;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6278_1392_1200.bmp;932;857;27.0;120;;;;
98;ly;603;223;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6297_882_1500.bmp;322;701;27.0;99;;;;
86;ly;859;985;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6305_1170_1250.bmp;1070;945;27.0;85;;;;
104;bne;858;359;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6308_378_2000.bmp;511;962;25.0;152;;;;
113;mo;801;937;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6308_378_2000.bmp;1051;914;25.0;114;;;;
109;ne;393;635;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6311_0_2450.bmp;749;502;27.0;114;;;;
136;mo;57;1034;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6312_160_2150.bmp;1212;193;27.0;178;;;;
115;mo;372;39;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6333_1009_1450.bmp;140;487;25.0;101;;;;
103;ne;649;269;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6352_64_2300.bmp;372;752;19.0;103;;;;
107;mo;202;468;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6374_252_2100.bmp;586;309;25.0;118;;;;
82;rly;237;1008;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6392_442_1950.bmp;1102;319;25.0;94;;;;
80;ly;738;302;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6392_442_1950.bmp;382;818;25.0;80;;;;
86;rly;272;817;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6392_851_1600.bmp;905;358;27.0;88;;;;
85;ly;425;684;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6399_157_2200.bmp;787;510;27.0;103;;;;
78;ly;673;434;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6415_1138_1300.bmp;516;751;27.0;82;;;;
99;rly;479;471;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6421_1550_1050.bmp;592;578;25.0;121;;;;
99;ly;222;142;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6423_632_1650.bmp;236;321;25.0;94;;;;
144;mo;721;443;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6455_820_1550.bmp;609;865;27.0;166;;;;
84;ly;802;1022;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6458_1105_1400.bmp;1103;886;27.0;81;;;;
113;mo;552;358;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6460_128_2200.bmp;486;665;25.0;128;;;;
114;mo;524;1035;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6463_157_2200.bmp;1160;638;27.0;125;;;;
104;mo;510;614;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6465_378_2000.bmp;715;614;25.0;101;;;;
123;bne;591;147;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6465_378_2000.bmp;264;714;25.0;117;;;;
89;ly;601;848;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6469_1297_1250.bmp;938;690;27.0;90;;;;
80;ly;711;102;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_1073_1350.bmp;194;791;25.0;92;;;;
120;mo;250;800;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_216_2150.bmp;925;370;25.0;125;;;;
115;bne;795;472;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6474_216_2150.bmp;588;910;25.0;116;;;;
134;mo;558;150;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6498_442_1950.bmp;294;692;25.0;144;;;;
78;rly;855;374;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6498_442_1950.bmp;496;933;25.0;122;;;;
72;ly;260;184;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6499_1329_1200.bmp;261;332;27.0;77;;;;
104;mo;228;411;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6547_506_1950.bmp;521;332;25.0;110;;;;
115;mo;46;778;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6597_32_2350.bmp;934;161;27.0;156;;;;
68;target cell;400;484;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6597_32_2350.bmp;533;468;27.0;49;;;;
72;ly;735;713;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6601_284_2100.bmp;798;807;25.0;85;;;;
48;target cell;847;335;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6601_284_2100.bmp;393;895;25.0;58;;;;
74;ly;544;552;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;633;618;25.0;81;;;;
118;mo;574;425;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;616;692;25.0;191;;;;
59;target cell;745;284;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6641_347_2050.bmp;348;804;25.0;64;;;;
125;ne;332;985;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6731_220_2200.bmp;1110;457;25.0;125;;;;
118;mo;92;1098;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6738_1392_1250.bmp;1217;210;19.0;119;;;;
79;rly;736;797;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6769_600_1800.bmp;888;815;25.0;91;;;;
78;ly;500;89;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6774_882_1600.bmp;172;578;27.0;83;;;;
150;mo;772;659;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;809;922;19.0;150;;;;
106;eo;72;687;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;790;178;19.0;103;;;;
105;ne;21;593;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6777_1361_1250.bmp;692;126;19.0;99;;;;
147;mo;803;307;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6780_124_2250.bmp;446;950;25.0;139;;;;
86;blast;861;811;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6791_64_2350.bmp;909;947;25.0;98;;;;
118;prm basophil gran;877;609;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6795_1009_1500.bmp;741;995;25.0;132;;;;
90;ly;750;653;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6814_128_2250.bmp;741;840;25.0;88;;;;
74;ly;795;627;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6833_438_2000.bmp;707;869;25.0;80;;;;
82;ly;716;1104;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6833_438_2000.bmp;1188;798;25.0;84;;;;
135;mo;12;669;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6843_64_2350.bmp;801;147;25.0;132;;;;
129;ne;472;158;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6843_64_2350.bmp;278;601;25.0;120;;;;
58;target cell;869;414;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6853_600_1750.bmp;473;927;25.0;59;;;;
52;target cell;266;584;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6853_600_1750.bmp;644;318;25.0;60;;;;
78;ly;542;701;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6891_694_1700.bmp;781;620;25.0;80;;;;
73;ly;943;927;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6891_694_1700.bmp;1007;1016;25.0;80;;;;
127;mo;870;718;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6910_789_1700.bmp;863;997;25.0;145;;;;
102;rly;426;908;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6956_662_1750.bmp;1014;528;25.0;106;;;;
98;rly;442;400;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6961_190_2200.bmp;496;540;25.0;96;;;;
87;ly;393;689;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6981_96_2350.bmp;772;480;25.0;83;;;;
121;mo;89;565;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_6996_694_1750.bmp;733;210;25.0;168;;;;
71;ly;841;665;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7013_442_1950.bmp;738;912;25.0;73;;;;
85;ly;897;534;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7038_758_1750.bmp;628;982;19.0;94;;;;
89;ly;928;217;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7038_758_1750.bmp;302;1017;19.0;85;;;;
142;mo;704;358;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7091_128_2250.bmp;489;846;19.0;131;;;;
88;ly;109;1040;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7099_604_1750.bmp;1124;197;19.0;84;;;;
117;mo;317;923;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7121_632_1750.bmp;1076;434;25.0;153;;;;
122;mo;584;627;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7150_220_2200.bmp;746;706;25.0;119;;;;
107;rly;149;511;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7182_132_2300.bmp;629;256;25.0;118;;;;
119;mo;220;789;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7188_538_1900.bmp;914;339;19.0;125;;;;
62;rly;473;278;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7279_694_1800.bmp;413;535;19.0;135;;;;
126;mo;216;437;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7314_569_1850.bmp;571;342;19.0;134;;;;
100;rly;622;919;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7317_600_1800.bmp;1002;722;19.0;83;;;;
74;ly;193;601;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7317_96_2350.bmp;678;267;25.0;77;;;;
100;ne;408;904;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7325_220_2200.bmp;1005;508;19.0;101;;;;
122;mo;858;884;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7325_220_2200.bmp;995;980;19.0;111;;;;
102;eo;126;580;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7330_378_2050.bmp;688;228;25.0;108;;;;
118;mo;116;220;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7374_132_2300.bmp;330;234;19.0;110;;;;
89;ly;248;992;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7396_410_2100.bmp;1080;337;25.0;88;;;;
121;ne;127;895;d:\DATA\DiagonAdatbazis_20170221-5\18_kezi_dia_5_8_13\18_7423_0_2550.bmp;1012;248;19.0;117;;;;
